ID_1,NAME_1,ID_2,NAME_2,ID_3,NAME_3,NAME_3_CHINESE
1,Anhui,1,Anqing,1,Anqing,
1,Anhui,1,Anqing,2,Huaining,怀宁县
1,Anhui,1,Anqing,3,Qianshan,潜山县
1,Anhui,1,Anqing,4,Susong,宿松县
1,Anhui,1,Anqing,5,Taihu,太湖县
1,Anhui,1,Anqing,6,Tongcheng,桐城市
1,Anhui,1,Anqing,7,Wangjiang,望江县
1,Anhui,1,Anqing,8,Yuexi,岳西县
1,Anhui,1,Anqing,9,Zongyang,枞阳县
1,Anhui,2,Bengbu,10,Bengbu,
1,Anhui,2,Bengbu,11,Guzhen,固镇县
1,Anhui,2,Bengbu,12,Huaiyuan,怀远县
1,Anhui,2,Bengbu,13,Wuhe,五河县
1,Anhui,3,Bozhou,14,Boxian,
1,Anhui,3,Bozhou,15,Guoyang,
1,Anhui,3,Bozhou,16,Lixin,利辛县
1,Anhui,3,Bozhou,17,Mengcheng,蒙城县
1,Anhui,4,Chaohu,18,Chao,
1,Anhui,4,Chaohu,19,Hanshan,含山县
1,Anhui,4,Chaohu,20,He,和县
1,Anhui,4,Chaohu,21,Lujiang,庐江县
1,Anhui,4,Chaohu,22,Wuwei,无为县
1,Anhui,5,Chizhou,23,Dongzhi,东至县
1,Anhui,5,Chizhou,24,Guichi,贵池区
1,Anhui,5,Chizhou,25,Qingyang,青阳县
1,Anhui,5,Chizhou,26,Shitai,石台县
1,Anhui,6,Chuzhou,27,Chuxian,
1,Anhui,6,Chuzhou,28,Dingyuan,定远县
1,Anhui,6,Chuzhou,29,Fengyang,凤阳县
1,Anhui,6,Chuzhou,30,Jiashan,
1,Anhui,6,Chuzhou,31,Lai'an,来安县
1,Anhui,6,Chuzhou,32,Quanjiao,全椒县
1,Anhui,6,Chuzhou,33,Tianchang,天长市
1,Anhui,7,Fuyang,34,Funan,阜南县
1,Anhui,7,Fuyang,35,Fuyang,阜阳市
1,Anhui,7,Fuyang,36,Jieshou,界首市
1,Anhui,7,Fuyang,37,Linquan,临泉县
1,Anhui,7,Fuyang,38,Taihe,太和县
1,Anhui,7,Fuyang,39,Yaohai,瑶海区
1,Anhui,8,Hefei,40,Changfeng,长丰县
1,Anhui,8,Hefei,41,Feidong,肥东县
1,Anhui,8,Hefei,42,Feixi,肥西县
1,Anhui,8,Hefei,43,Hefei,
1,Anhui,9,Huaibei,44,Huaibei,
1,Anhui,9,Huaibei,45,Suixi,濉溪县
1,Anhui,10,Huainan,46,Fengtai,凤台县
1,Anhui,10,Huainan,47,Huainan,
1,Anhui,11,Huangshan,48,Qimen,祁门县
1,Anhui,11,Huangshan,49,She,歙县
1,Anhui,11,Huangshan,50,Taiping,
1,Anhui,11,Huangshan,51,Tunxi,屯溪区
1,Anhui,11,Huangshan,52,Xiuning,休宁县
1,Anhui,11,Huangshan,53,Yi,黟县
1,Anhui,12,Lu'an,54,Huoqiu,霍邱县
1,Anhui,12,Lu'an,55,Huoshan,霍山县
1,Anhui,12,Lu'an,56,Jinzhai,金寨县
1,Anhui,12,Lu'an,57,Lu An,
1,Anhui,12,Lu'an,58,Shou,寿县
1,Anhui,12,Lu'an,59,Shucheng,舒城县
1,Anhui,13,Ma'anshan,60,Dangtu,当涂县
1,Anhui,13,Ma'anshan,61,Maanshan,
1,Anhui,14,Suzhou,62,Dangshan,砀山区
1,Anhui,14,Suzhou,63,Lingbi,灵璧县
1,Anhui,14,Suzhou,64,Si,泗县
1,Anhui,14,Suzhou,65,Xiao,萧县
1,Anhui,14,Suzhou,66,Yongqiao,埇桥区
1,Anhui,15,Tongling,67,Tongling,铜陵县
1,Anhui,16,Wuhu,68,Fanchang,繁昌县
1,Anhui,16,Wuhu,69,Nanling,南陵县
1,Anhui,16,Wuhu,70,Wuhu,
